id,name.local,name.en,name.slug,code.id,children_count.town,geo.lat,geo.lon
GH0101,Asunafo North Municipal,Asunafo North Municipal,asunafo-north-municipal-gh0101,GH0101,9,6.814,-2.681
GH0102,Asunafo South,Asunafo South,asunafo-south-gh0102,GH0102,7,6.56,-2.532
GH0103,Asutifi North,Asutifi North,asutifi-north-gh0103,GH0103,2,7.076,-2.527
GH0104,Asutifi South,Asutifi South,asutifi-south-gh0104,GH0104,5,6.85,-2.461
GH0105,Tano North Municipal,Tano North Municipal,tano-north-municipal-gh0105,GH0105,6,7.195,-2.208
GH0106,Tano South Municipal,Tano South Municipal,tano-south-municipal-gh0106,GH0106,5,7.162,-1.998
