id,name.local,name.en,name.slug,code.id,children_count.town,geo.lat,geo.lon
GH0901,Bunkpurugu Nakpanduri,Bunkpurugu Nakpanduri,bunkpurugu-nakpanduri-gh0901,GH0901,2,10.509,0.043
GH0902,Chereponi,Chereponi,chereponi-gh0902,GH0902,4,10.179,0.207
GH0903,East Mamprusi,East Mamprusi,east-mamprusi-gh0903,GH0903,7,10.453,-0.432
GH0904,Mamprugu Moagduri,Mamprugu Moagduri,mamprugu-moagduri-gh0904,GH0904,1,10.258,-1.318
GH0905,West Mamprusi Municipal,West Mamprusi Municipal,west-mamprusi-municipal-gh0905,GH0905,14,10.298,-0.765
GH0906,Yunyoo-Nasuan,Yunyoo-Nasuan,yunyoo-nasuan-gh0906,GH0906,3,10.434,-0.084
